Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066062,2017,04,29,22.7,1,Y
IDCJAC0010,066062,2017,04,30,22.6,1,Y
IDCJAC0010,066062,2017,05,01,25.6,1,Y
IDCJAC0010,066062,2017,05,02,23.9,1,Y
IDCJAC0010,066062,2017,05,03,18.4,1,Y
IDCJAC0010,066062,2017,05,04,20.0,1,Y
IDCJAC0010,066062,2017,05,05,21.6,1,Y
IDCJAC0010,066062,2017,05,06,26.2,1,Y
IDCJAC0010,066062,2017,05,07,22.2,1,Y
IDCJAC0010,066062,2017,05,08,20.1,1,Y
IDCJAC0010,066062,2017,05,09,21.0,1,Y
IDCJAC0010,066062,2017,05,10,21.7,1,Y
IDCJAC0010,066062,2017,05,11,22.1,1,Y
IDCJAC0010,066062,2017,05,12,19.6,1,Y
IDCJAC0010,066062,2017,05,13,21.3,1,Y
IDCJAC0010,066062,2017,05,14,18.7,1,Y
IDCJAC0010,066062,2017,05,15,20.8,1,Y
IDCJAC0010,066062,2017,05,16,21.9,1,Y
IDCJAC0010,066062,2017,05,17,20.2,1,Y
IDCJAC0010,066062,2017,05,18,21.5,1,Y
IDCJAC0010,066062,2017,05,19,20.4,1,Y
IDCJAC0010,066062,2017,05,20,23.2,1,Y
IDCJAC0010,066062,2017,05,21,23.5,1,Y
IDCJAC0010,066062,2017,05,22,21.0,1,Y
IDCJAC0010,066062,2017,05,23,22.6,1,Y
IDCJAC0010,066062,2017,05,24,22.7,1,Y
IDCJAC0010,066062,2017,05,25,21.4,1,Y
IDCJAC0010,066062,2017,05,26,20.8,1,Y
IDCJAC0010,066062,2017,05,27,20.6,1,Y
IDCJAC0010,066062,2017,05,28,23.7,1,Y
IDCJAC0010,066062,2017,05,29,18.3,1,Y
IDCJAC0010,066062,2017,05,30,17.1,1,Y
IDCJAC0010,066062,2017,05,31,16.3,1,Y
IDCJAC0010,066062,2017,06,01,18.3,1,Y
IDCJAC0010,066062,2017,06,02,18.1,1,Y
IDCJAC0010,066062,2017,06,03,17.4,1,Y
IDCJAC0010,066062,2017,06,04,19.7,1,Y
IDCJAC0010,066062,2017,06,05,19.6,1,Y
IDCJAC0010,066062,2017,06,06,17.9,1,Y
IDCJAC0010,066062,2017,06,07,15.5,1,Y
IDCJAC0010,066062,2017,06,08,18.1,1,Y
IDCJAC0010,066062,2017,06,09,18.9,1,Y
IDCJAC0010,066062,2017,06,10,18.1,1,Y
IDCJAC0010,066062,2017,06,11,17.2,1,Y
IDCJAC0010,066062,2017,06,12,20.4,1,Y
IDCJAC0010,066062,2017,06,13,18.7,1,Y
IDCJAC0010,066062,2017,06,14,17.8,1,Y
IDCJAC0010,066062,2017,06,15,20.1,1,Y
IDCJAC0010,066062,2017,06,16,17.3,1,Y
IDCJAC0010,066062,2017,06,17,19.1,1,Y
IDCJAC0010,066062,2017,06,18,18.0,1,Y
IDCJAC0010,066062,2017,06,19,18.3,1,Y
IDCJAC0010,066062,2017,06,20,20.0,1,Y
IDCJAC0010,066062,2017,06,21,19.6,1,Y
IDCJAC0010,066062,2017,06,22,19.2,1,Y
IDCJAC0010,066062,2017,06,23,17.7,1,Y
IDCJAC0010,066062,2017,06,24,19.3,1,Y
IDCJAC0010,066062,2017,06,25,19.3,1,Y
IDCJAC0010,066062,2017,06,26,18.8,1,Y
IDCJAC0010,066062,2017,06,27,14.8,1,Y
IDCJAC0010,066062,2017,06,28,14.3,1,Y
IDCJAC0010,066062,2017,06,29,16.9,1,Y
IDCJAC0010,066062,2017,06,30,16.5,1,Y
IDCJAC0010,066062,2017,07,01,16.4,1,Y
IDCJAC0010,066062,2017,07,02,17.6,1,Y
IDCJAC0010,066062,2017,07,03,15.8,1,Y
IDCJAC0010,066062,2017,07,04,21.8,1,Y
IDCJAC0010,066062,2017,07,05,20.8,1,Y
IDCJAC0010,066062,2017,07,06,18.2,1,Y
IDCJAC0010,066062,2017,07,07,19.1,1,Y
IDCJAC0010,066062,2017,07,08,18.1,1,Y
IDCJAC0010,066062,2017,07,09,18.0,1,Y
IDCJAC0010,066062,2017,07,10,17.3,1,Y
IDCJAC0010,066062,2017,07,11,18.4,1,Y
IDCJAC0010,066062,2017,07,12,14.8,1,Y
IDCJAC0010,066062,2017,07,13,17.4,1,Y
IDCJAC0010,066062,2017,07,14,20.8,1,Y
IDCJAC0010,066062,2017,07,15,19.8,1,Y
IDCJAC0010,066062,2017,07,16,18.4,1,Y
IDCJAC0010,066062,2017,07,17,19.3,1,Y
IDCJAC0010,066062,2017,07,18,22.9,1,Y
IDCJAC0010,066062,2017,07,19,17.5,1,Y
IDCJAC0010,066062,2017,07,20,17.5,1,Y
IDCJAC0010,066062,2017,07,21,18.0,1,Y
IDCJAC0010,066062,2017,07,22,19.1,1,Y
IDCJAC0010,066062,2017,07,23,22.1,1,Y
IDCJAC0010,066062,2017,07,24,21.3,1,Y
IDCJAC0010,066062,2017,07,25,20.6,1,Y
IDCJAC0010,066062,2017,07,26,21.3,1,Y
IDCJAC0010,066062,2017,07,27,17.5,1,Y
IDCJAC0010,066062,2017,07,28,19.1,1,Y
IDCJAC0010,066062,2017,07,29,21.2,1,Y
IDCJAC0010,066062,2017,07,30,26.5,1,Y
IDCJAC0010,066062,2017,07,31,16.5,1,Y
IDCJAC0010,066062,2017,08,01,18.1,1,Y
IDCJAC0010,066062,2017,08,02,18.2,1,Y
IDCJAC0010,066062,2017,08,03,17.4,1,Y
IDCJAC0010,066062,2017,08,04,17.3,1,Y
IDCJAC0010,066062,2017,08,05,19.9,1,Y
IDCJAC0010,066062,2017,08,06,21.3,1,Y
IDCJAC0010,066062,2017,08,07,18.4,1,Y
IDCJAC0010,066062,2017,08,08,19.3,1,Y
IDCJAC0010,066062,2017,08,09,20.9,1,Y
IDCJAC0010,066062,2017,08,10,24.2,1,Y
IDCJAC0010,066062,2017,08,11,25.9,1,Y
IDCJAC0010,066062,2017,08,12,21.4,1,Y
IDCJAC0010,066062,2017,08,13,20.6,1,Y
IDCJAC0010,066062,2017,08,14,23.1,1,Y
IDCJAC0010,066062,2017,08,15,22.4,1,Y
IDCJAC0010,066062,2017,08,16,21.8,1,Y
IDCJAC0010,066062,2017,08,17,22.4,1,Y
IDCJAC0010,066062,2017,08,18,16.9,1,Y
IDCJAC0010,066062,2017,08,19,16.5,1,Y
IDCJAC0010,066062,2017,08,20,16.2,1,Y
IDCJAC0010,066062,2017,08,21,17.7,1,Y
IDCJAC0010,066062,2017,08,22,20.2,1,Y
IDCJAC0010,066062,2017,08,23,19.9,1,Y
IDCJAC0010,066062,2017,08,24,18.0,1,Y
IDCJAC0010,066062,2017,08,25,17.9,1,Y
IDCJAC0010,066062,2017,08,26,20.4,1,Y
IDCJAC0010,066062,2017,08,27,19.5,1,Y
IDCJAC0010,066062,2017,08,28,16.3,1,Y
IDCJAC0010,066062,2017,08,29,16.7,1,Y
IDCJAC0010,066062,2017,08,30,19.0,1,Y
IDCJAC0010,066062,2017,08,31,17.7,1,Y
IDCJAC0010,066062,2017,09,01,19.2,1,Y
IDCJAC0010,066062,2017,09,02,19.4,1,Y
IDCJAC0010,066062,2017,09,03,27.2,1,Y
IDCJAC0010,066062,2017,09,04,22.2,1,Y
IDCJAC0010,066062,2017,09,05,18.7,1,Y
IDCJAC0010,066062,2017,09,06,19.9,1,Y
IDCJAC0010,066062,2017,09,07,21.9,1,Y
IDCJAC0010,066062,2017,09,08,20.4,1,Y
IDCJAC0010,066062,2017,09,09,19.4,1,Y
IDCJAC0010,066062,2017,09,10,19.1,1,Y
IDCJAC0010,066062,2017,09,11,22.7,1,Y
IDCJAC0010,066062,2017,09,12,27.2,1,Y
IDCJAC0010,066062,2017,09,13,33.8,1,Y
IDCJAC0010,066062,2017,09,14,17.3,1,Y
IDCJAC0010,066062,2017,09,15,22.8,1,Y
IDCJAC0010,066062,2017,09,16,24.2,1,Y
IDCJAC0010,066062,2017,09,17,18.6,1,Y
IDCJAC0010,066062,2017,09,18,21.0,1,Y
IDCJAC0010,066062,2017,09,19,25.2,1,Y
IDCJAC0010,066062,2017,09,20,19.0,1,Y
IDCJAC0010,066062,2017,09,21,21.3,1,Y
IDCJAC0010,066062,2017,09,22,27.7,1,Y
IDCJAC0010,066062,2017,09,23,32.2,1,Y
IDCJAC0010,066062,2017,09,24,29.2,1,Y
IDCJAC0010,066062,2017,09,25,26.7,1,Y
IDCJAC0010,066062,2017,09,26,22.2,1,Y
IDCJAC0010,066062,2017,09,27,22.7,1,Y
IDCJAC0010,066062,2017,09,28,25.7,1,Y
IDCJAC0010,066062,2017,09,29,26.9,1,Y
IDCJAC0010,066062,2017,09,30,24.1,1,Y
IDCJAC0010,066062,2017,10,01,23.1,1,Y
IDCJAC0010,066062,2017,10,02,22.9,1,Y
IDCJAC0010,066062,2017,10,03,22.1,1,Y
IDCJAC0010,066062,2017,10,04,23.8,1,Y
IDCJAC0010,066062,2017,10,05,23.4,1,Y
IDCJAC0010,066062,2017,10,06,22.1,1,Y
IDCJAC0010,066062,2017,10,07,22.0,1,Y
IDCJAC0010,066062,2017,10,08,21.4,1,Y
IDCJAC0010,066062,2017,10,09,30.0,1,Y
IDCJAC0010,066062,2017,10,10,21.3,1,Y
IDCJAC0010,066062,2017,10,11,23.2,1,Y
IDCJAC0010,066062,2017,10,12,29.6,1,Y
IDCJAC0010,066062,2017,10,13,23.2,1,Y
IDCJAC0010,066062,2017,10,14,22.3,1,Y
IDCJAC0010,066062,2017,10,15,22.4,1,Y
IDCJAC0010,066062,2017,10,16,23.3,1,Y
IDCJAC0010,066062,2017,10,17,23.5,1,Y
IDCJAC0010,066062,2017,10,18,23.2,1,Y
IDCJAC0010,066062,2017,10,19,25.3,1,Y
IDCJAC0010,066062,2017,10,20,19.6,1,Y
IDCJAC0010,066062,2017,10,21,20.0,1,Y
IDCJAC0010,066062,2017,10,22,21.7,1,Y
IDCJAC0010,066062,2017,10,23,23.0,1,Y
IDCJAC0010,066062,2017,10,24,24.3,1,Y
IDCJAC0010,066062,2017,10,25,26.9,1,Y
IDCJAC0010,066062,2017,10,26,24.6,1,Y
IDCJAC0010,066062,2017,10,27,24.2,1,Y
IDCJAC0010,066062,2017,10,28,25.1,1,Y
IDCJAC0010,066062,2017,10,29,29.6,1,Y
IDCJAC0010,066062,2017,10,30,35.4,1,Y
IDCJAC0010,066062,2017,10,31,20.5,1,Y
IDCJAC0010,066062,2017,11,01,22.2,1,Y
IDCJAC0010,066062,2017,11,02,22.6,1,Y
IDCJAC0010,066062,2017,11,03,26.9,1,Y
IDCJAC0010,066062,2017,11,04,17.1,1,Y
IDCJAC0010,066062,2017,11,05,19.5,1,Y
IDCJAC0010,066062,2017,11,06,26.3,1,Y
IDCJAC0010,066062,2017,11,07,21.8,1,Y
IDCJAC0010,066062,2017,11,08,21.7,1,Y
IDCJAC0010,066062,2017,11,09,22.1,1,Y
IDCJAC0010,066062,2017,11,10,23.4,1,Y
IDCJAC0010,066062,2017,11,11,23.7,1,Y
IDCJAC0010,066062,2017,11,12,22.5,1,Y
IDCJAC0010,066062,2017,11,13,22.3,1,Y
IDCJAC0010,066062,2017,11,14,22.9,1,Y
IDCJAC0010,066062,2017,11,15,24.4,1,Y
IDCJAC0010,066062,2017,11,16,24.4,1,Y
IDCJAC0010,066062,2017,11,17,24.0,1,Y
IDCJAC0010,066062,2017,11,18,22.6,1,Y
IDCJAC0010,066062,2017,11,19,23.6,1,Y
IDCJAC0010,066062,2017,11,20,22.9,1,Y
IDCJAC0010,066062,2017,11,21,23.6,1,Y
IDCJAC0010,066062,2017,11,22,24.4,1,Y
IDCJAC0010,066062,2017,11,23,24.7,1,Y
IDCJAC0010,066062,2017,11,24,25.9,1,Y
IDCJAC0010,066062,2017,11,25,26.4,1,Y
IDCJAC0010,066062,2017,11,26,26.8,1,Y
IDCJAC0010,066062,2017,11,27,25.1,1,Y
IDCJAC0010,066062,2017,11,28,27.7,1,Y
IDCJAC0010,066062,2017,11,29,26.4,1,Y
IDCJAC0010,066062,2017,11,30,26.7,1,Y
IDCJAC0010,066062,2017,12,01,27.5,1,Y
IDCJAC0010,066062,2017,12,02,26.8,1,Y
IDCJAC0010,066062,2017,12,03,29.2,1,Y
IDCJAC0010,066062,2017,12,04,18.6,1,Y
IDCJAC0010,066062,2017,12,05,25.3,1,Y
IDCJAC0010,066062,2017,12,06,26.0,1,Y
IDCJAC0010,066062,2017,12,07,31.3,1,Y
IDCJAC0010,066062,2017,12,08,27.7,1,Y
IDCJAC0010,066062,2017,12,09,24.1,1,Y
IDCJAC0010,066062,2017,12,10,24.8,1,Y
IDCJAC0010,066062,2017,12,11,26.5,1,Y
IDCJAC0010,066062,2017,12,12,27.0,1,Y
IDCJAC0010,066062,2017,12,13,28.0,1,Y
IDCJAC0010,066062,2017,12,14,30.8,1,Y
IDCJAC0010,066062,2017,12,15,26.6,1,Y
IDCJAC0010,066062,2017,12,16,28.5,1,Y
IDCJAC0010,066062,2017,12,17,26.8,1,Y
IDCJAC0010,066062,2017,12,18,27.6,1,Y
IDCJAC0010,066062,2017,12,19,35.3,1,Y
IDCJAC0010,066062,2017,12,20,38.3,1,Y
IDCJAC0010,066062,2017,12,21,24.5,1,Y
IDCJAC0010,066062,2017,12,22,26.1,1,Y
IDCJAC0010,066062,2017,12,23,28.3,1,Y
IDCJAC0010,066062,2017,12,24,37.7,1,Y
IDCJAC0010,066062,2017,12,25,21.7,1,Y
IDCJAC0010,066062,2017,12,26,23.8,1,Y
IDCJAC0010,066062,2017,12,27,26.2,1,Y
IDCJAC0010,066062,2017,12,28,27.4,1,Y
IDCJAC0010,066062,2017,12,29,28.8,1,Y
IDCJAC0010,066062,2017,12,30,36.2,1,Y
IDCJAC0010,066062,2017,12,31,25.3,1,Y
